,song_lyric,artist
43,"When you're sad and when you're lonely
And you haven't got a friend
Just remember that d**h is not the end
And all that you held sacred
Falls down and dows not bend
Just remember that d**h is not the end.
Not the end, not the end
Just remember that d**h is not the end.
When you're standing on the cross-roads
That you cannot comprehend
Just remember that d**h is not the end
And all your dreams have vanished
And you don't know what's up the bend
Just remember that d**h is not the end.
Not the end, not the end
Just remember that d**h is not the end.
When the storm clouds gather round you
And heavy rains descend



Just remember that d**h is not the end
And there's nowhere there to comfort you
With helping hand to lend
Just remember that d**h is not the end.
Not the end, not the end
Just remember that d**h is not the end.
Oh the tree of life is growing
Where the spirit never dies
And the bright light of salvation
Shines in dark and empty skies
When the cities are on fire
When the burning flesh of men
Just remember that d**h is not the end
And you search in vain to find
Just one law abiding citizen
Just remember that d**h is not the end.
Not the end, not the end
Just remember that d**h is not the end.",bob_dylan
44,"Well there was this movie I seen one time
About a man riding across the desert and starred Gregory Peck
He was shot down by a hungry kid trying to make a name for himself
The town's people wanted to crush that kid down and string him up by the neck.
Well the Marshall now he beat that kid to a bloody pulp
As the dying gunfighter lay in the sun and gasped for his last breath
Turn him loose let him go let him say he outdrew me fair and square
I want him to feel what it's like to every moment face his d**h.
Well I keep seeing this stuff and it just comes a-rolling in
And you know it blows right through me like a ball and chain
You know I can't believe we've lived so long and are still so far apart
The memory of you keeps calling after me like a rolling train.
I can still see the day that you came to me on the pinked desert
In your busted down Ford and your platform heels
I could never figure out why you chose that particular place to meet
Ah, but you were right it was perfect as I got in behind the wheel.
Well we drove that car all night 'til we got into San Anton'
And we slept near the Alamo your skin was so tender and soft
Way down in Mexico you went out to find a doctor and you never came back
I would have gone on after you but I didn't feel like letting my head get blow off.
Well we're driving this car and the sun is coming up over the Rockies
Now I know she ain't you but she's here and she's got that dark rhythm in her soul
But I'm too over the edge and I ain't in the mood anymore to remember the times
when I was your only man
And she don't want to remind me. She knows this car would go out of control.
Brownsville girl with your Brownsville curls
Teeth like pearls shining like the moon above
Brownsville girl show me all around the world.
Brownsville girl you're my honey love.Well we crossed the panthandle and then we headed towards Amarillo
We pulled up where Henry Porter used to live. He owned a wrecking lot outside of
town about a mile
Ruby was in the backyard hanging clothes she had her red hair tied back. She saw us
come rolling up in a trail of dust
She said ""Henry ain't here but you can come on in he'll be back in a little while"".
Then she told us how times were tough and about how she was thinking of bumming
a ride back to where she started
But she changed the subject every time money came up
She said ""Welcome to the land of the living dead"". You could tell she was
so broken-hearted
She said ""Even the swap meets around here are pretty corrupt"".
""How far are you all going ?"" Ruby asked us with a sigh
""We're going all the way until the wheels fall off and burn
Until the sun peels the paint and the seat covers fade and the water moccasin dies""
Ruby just smiled and said. ""Ah you know some babies never learn"".
Something about that movie though well I just can't get it out of my head



But I can't remember why I was in it or what part I was supposed to play
All I remember about it was Gregory Peck and the way people moved
And a lot of them seemed to be looking my way.
Brownsville girl with your Brownsville curls
Teeth like pearls shining like the moon above
Brownsville girl show me all around the world.
Brownsville girl you're my honey love.
Well they were looking for somebody with a pompadour
I was crossing the street when shots rang out
I didn't know whether to duck or to run so I ran
We got him cornered in the churchyard ? I heard somebody shout.
Well you saw my picture in the Corpus Christi Tribune. Underneath it it said:
""A man with no alibi""
You went out on a limb to testify for me you said I was with you
Then when I saw you break down in front of the judge and cry real tears
It was the best acting I saw anybody do.
Now I've always been the kind of person that doesn't like to trepa** but sometimes
you just find yourself over the line
Oh if there's an original thought out there I could use it right now
You now I feel pretty good but that ain't saying much I could feel a whole lot better
If you were just here by my side to show me how.
Well I'm standing in line in the rain to see a movie starring Gregory Peck
Yeh but you know it's not the one I had in mind
He's got a new one out now I don't even know what it's about
But I'll se him in anything so I'll stand in line.
Brownsville girl with your Brownsville curls
Teeth like pearls shining like the moon above
Brownsville girl show me all around the world
Brownsville girl you're my honey love.
You know it's funny how things never turn out the way you had them planned
The only things we knew for sure about Henry Porter is that his name
wasn't Henry Porter
And you know there was something about you baby that I liked that was always too
good for this world
Just like you always said there was something about me you liked that I left behind
in the French Quarter.
Strange how people who suffer together have stronger connections than people who
are most content
I don't have any regrets they can talk about me plenty when I'm gone
You always said people don't do what they believe in they just do what's most
convenient then they repent
And I always said. ""Hang on to me baby and let's hope that the roof stays on"".
There was a movie I seen one time I think I sat through it twice
I don't remember who I was or where I was bound
All I remember about it was it starred Gregory Peck he wore a gun and he was shot
in the back
Seems like a long time ago long before the stars were torn down.
Brownsville girl with your Brownsville curls
Teeth like pearls shining like the moon above
Brownsville girl show me all around the world
Brownsville girl you're my honey love.",bob_dylan
45,"Oh, the gentlemen are talking and the midnight moon is on the riverside
They're drinking up and walking and it is time for me to slide
I live in another world where life and d**h are memorized
Where the earth is strung with lover's pearls and all I see are dark eyes.
A co*k is crowing far away and another soldier's deep in prayer
Some mother's child has gone astray, she can't find him anywhere
But I can hear another drum beating for the dead that rise
Whom nature's beast fears as they come and all I see are dark eyes.




They tell me to be discreet for all intended purposes
They tell me revenge is sweet and from where they stand, I'm sure it is
But I feel nothing for their game, where beauty goes unrecognized
All I feel is heat and flame, and all I see are dark eyes.
Oh, the French girl, she's in paradise and a drunken man is at the wheel
Hunger pays a heavy prize to the falling gods of speed and steel
Oh, time is short and the days are sweet and pa**ion rules the arrow that flies
A million faces at my feet but all I see are dark eyes.",bob_dylan
46,"Just a minute before you leave girl
Just a minute before you touch the door
What is it that you're trying to achieve, girl ?
Do you think we can talk about it some more ?
You know, the streets are filled with vipers
Who've lost all ray of hope
You know, it ain't even safe no more
In the palace of the Pope.
Don't fall apart on me tonight
I just don't think that I could handle it
Don't fall apart on me tonight
Yesterday's just a memory
Tomorrow is never what it's supposed to be
And I need you, yeah.
Come over here from over there, girl
Sit down here, you can have my chair
I can't see us going anywhere, girl
The only place open is a thousand miles away and I can't take you there
I wish I'd have been a doctor
Maybe I'd have saved some life that had been lost
Maybe I'd have done some good in the world
'Stead of burning every bridge I crossed.
Don't fall apart on me tonight
I just don't think that I could handle it
Don't fall apart on me tonight
Yesterday's just a memory
Tomorrow is never what it's supposed to be
And I need you, yeah.
I ain't too good at conversation, girl
So you might not know exactly how I feel
But if I could, I'd bring bring you to the mountaintop, girl
And build you a house made out of stainless steel



But it's like I'm stuck inside a painting
That's hanging in the Louvre
My throat start to tickle and my nose itches
But I know that I can't move.
Don't fall apart on me tonight
I just don't think that I could handle it
Don't fall apart on me tonight
Yesterday's gone but the past lives on
Tomorrow's just one step beyond
And I need you, yeah.
Who are these people who are walking towards you
Do you know them or will there be a fight ?
With their humorless smiles so easy to see through
Can they tell you what's wrong from what's right ?
Do you remember St. James Street
Where you blew Jackie P.'s mind ?
You were so fine, Clark Gable would have fell at your feet
And laid his life on the line.
Let's try to get beneath the surface waste, girl
No more b**by traps and bombs
No more decadence and charm
No more affection that's misplaced, girl
No more mudcake creatures lying in your arms
What about that millionaire with the drumsticks in his pants ?
He looked so baffled and so bewildered
When he played and we didn't dance.
Don't fall apart on me tonight
I just don't think that I could handle it
Don't fall apart on me tonight
Yesterday's just a memory
Tomorrow is never what it's supposed to be
And I need you, yeah.",bob_dylan
47,"Heart of mine be still
You can play with fire but you'll get the bill
Don't let her know
Don't let her know that you love her
Don't be a fool, don't be blind
Heart of mine.
Heart of mine go back home
You got no reason to wander, no reason to roam
Don't let her see
Don't let her see that you need her
Don't put yourself over the line
Heart of mine.
Heart of mine go back where you have been
It'll only be trouble for you if you let her in
Don't let her hear
Don't let her hear you want her



Don't let her hear know she's so fine
Heart of mine.
Heart of mine you know that she'll never be true
She'll only give to others the love that she's gotten from you
Don't let her know
Don't let her know where you're going
Don't untie the ties that bind
Heart of mine.
Heart of mine so malicious and so full of guile
Give you an inch and you'll take a mile
Don't let yourself fall
Don't let yourself stumble
If you can't do the time, don't do the crime
Heart of mine.",bob_dylan
48,"How many times have you heard someone say
If I had his money I'd do things my way
Hmm, but little they know
Hmm, it's so hard to find
One rich man in ten with a satisfied mind.
Hmm, once I was wadding in fortune and fame
Everything that I dreamed of to get a start in lifes game
But suddenly it happened



Hmm, I lost every dime
But I'm richer by far with a satisfied mind.
Hmm, when my life is over and my time has run out
My friends and my love ones
I'll leave there ain't no doubt
But one thing for certain
When it comes my time
I'll leave this old world with a satisfied mind.",bob_dylan
49,"Don't wanna judge nobody, don't wanna be judged,
Don't wanna touch nobody, don't wanna be touched.
Don't wanna hurt nobody, don't wanna be hurt,
Don't wanna treat nobody like they was dirt.
But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
Don't wanna shoot nobody, don't wanna be shot,
Don't wanna buy nobody, don't wanna be bought.
Don't wanna bury nobody, don't wanna be buried,
Don't wanna marry nobody if they're already married.
But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
Don't wanna burn nobody, don't wanna be burned,
Don't wanna learn from nobody what i gotta unlearn.
Don't wanna cheat nobody, don't wanna be cheated,
Don't wanna defeat nobody if they already been defeated.



But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
Don't wanna wink at nobody, don't wanna be winked at,
Don't wanna be used by nobody for a doormat.
Don't wanna confuse nobody, don't wanna be confused,
Don't wanna amuse nobody, don't wanna be amused.
But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
Don't wanna betray nobody, don't wanna be betrayed,
Don't wanna play with nobody, don't wanna be waylaid.
Don't wanna miss nobody, don't wanna be missed,
Don't put my faith in nobody, not even a scientist.
But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
",bob_dylan
50,"He sits in your room, his tomb, with a fist full of tacks
Preoccupied with his vengeance
Cursing the dead that can't answer him back
I'm sure that he has no intentions
Of looking your way, unless it's to say
That he needs you to test his inventions.
Can you please crawl out your window?
Use your arms and legs it won't ruin you
How can you say he will haunt you?
You can go back to him any time you want to.
He looks so truthful, is this how he feels
Trying to peel the moon and expose it
With his businesslike anger and his bloodhounds that kneel
If he needs a third eye he just grows it
He just needs you to talk or to hand him his chalk



Or pick it up after he throws it.
Can you please crawl out your window?
Use your arms and legs it won't ruin you
How can you say he will haunt you?
You can go back to him any time you want to.
Why does he look so righteous while your face is so changed
Are you frightened of the box you keep him in
While his genocide fools and his friends rearrange
Their religion of the little ten women
That backs up their views but your face is so bruised
Come on out the dark is beginning.
Can you please crawl out your window?
Use your arms and legs it won't ruin you
How can you say he will haunt you?
You can go back to him any time you want to.
",bob_dylan
51,"You been down to the bottom with a bad man, babe
But you're back were you belong
Go get me my pistol, babe
Honey, I can't tell right from wrong.
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying
You know, I know the sun will always shine
So baby, please stop crying 'cause it's tearing up my mind.
Go down to the river, babe
Honey, I will meet you there
Go down to the river, babe
Honey, I will pay your fare.
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying
You know, I know the sun will always shine
So baby, please stop crying 'cause it's tearing up my mind.
If you're looking for a**istance, babe



Or if you just want some company
Or if you just want a friend you can talk to
Honey, come and see about me.
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying
You know, I know the sun will always shine
So baby, please stop crying 'cause it's tearing up my mind.
You been hurt so many times
And I know what you're thinking of
Well, I don't have to be no doctor, babe
To see that you're madly in love.
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying
You know, I know the sun will always shine
So baby, please stop crying 'cause it's tearing up my mind.",bob_dylan
52,"Up on the white veranda
She wears a necktie and a Panama hat
Her pa**port shows another face
From another time and place
She looks nothing like that
And all the remnants of her recent past
Are scattered in the wild wind
She walks across the marble floor
Where a voice from the gambling room is calling her to come on in
She smiles, walks the other way
As the last ship sails and the moon fades away
From Black Diamond Bay.
As the morning light breaks open the Greek comes down
And he asks for a rope and a pen that will write
""Pardon monsieur"" the desk clerk says
Carefully removes his fez
""Am I hearing you right ?""
And as the yellow fog is lifting
The Greek is quickly heading for the second floor
She pa**es him on the spiral staircase
Thinking he's the Sovjet Amba**ador
She starts to speak, but he walks away
As the storm clouds rise and the palm branches away
On Black Diamond Bay.
A soldier sits beneath the fan
Doing business with a tiny man who sells him a ring
Lightning strikes, the light blow out
The desk clerk wakes and begins to shout
""Can you see anything ?""
Then the Greek appears on the second floor
In his bare feet with a rope around his neck
While a loser in the gambling room lights up a candle
Says ""Open up another deck""
But the dealer say ""Attendez-vous, s'il vous pl it""
As the rain beats down and the cranes fly away
From Black Diamond Bay.
The desk clerk heard the woman laugh
As he looked around the aftermath and the soldier got tough
He tried to grab the woman's hand
Said, ""Here's a ring it cost a grand""
She said, ""That ain't enough""
Then she ran upstairs to pack her bags
While a horse-drawn taxi waited at the curb



She pa**ed the door that the Greek had locked
Where a handwritten sign read, ""Do not disturb""
She knocked on it anyway
As the sun went down and the music did play
On Black Diamond Bay.
""I've got to talk to someone quick !""
But the Greek said, ""Go away"" and he kicked the chair to the floor
He hung there from the chandelier
She cried, ""Help there's danger near
Please open op the door""
Then the volcano erupted
And the lava flowed down from the mountain high above
The soldier and the tiny man were crouched in the corner
Thinking of forbidden love
But the desk clerk said ""It happens every day""
As the stars fell down and the fields burned away
On Black Diamond Bay.
As the island slowly sank
The loser finally broke the bank in the gambling room
The dealer said ""It's too late now
You can take you money, but I don't know how
You'll spend it in the tomb""
The tiny man bit the soldier's ear
As the floor caved in and the boiler in the basemen blew
While she's out on the balcony where a stranger tell her
""My darling je vous aime beacoup""
She sheds a tear and then begins to pray
As the fire burns on and the smoke drifts away
From Black Diamond Bay.
I was siting home alone one night in LA
Watching old Cronkite on the seven o'clock news
It seems there was an earthquake that
Left nothing but a Panama hat
And a pair of old Greek shoes
Didn't seem like much was happening
So I turned it off and went to grab another beer
Seems like every time you turn around
There's another hard-luck story that you're gonna hear
And there's really nothing anyone can say
And I never did plan to go anyway
To Black Diamond Bay.",bob_dylan
53,"Buckets of rain
Buckets of tears
Got all them buckets coming out of my ears
Buckets of moonbeams in my hand
You got all the love honey baby
I can stand.
I been meek
And hard like and oak
I seen pretty people disappear like smoke
Friends will arrive friends will disappear
If you want me honey baby
I'll be there.
I like your smile
And your fingertips
I like the way that you move your lips



I like the cool way you look at me
Everything about you is bringing me
Misery.
Little red wagon
Little red bike
I ain't no monkey but I know what I like
I like the way you love me strong and slow
I'm taking you with me honey baby
When I go.
Life is sad
Life is a bust
All ya can do is do what you must
You do what you must do and ya do it well
I'll do it for you honey baby
Can't you tell ?",bob_dylan
54,"Ain't no more cane on the brazos
Oh, oh, oh, oh...
Its all been ground down to mola**es
Oh, oh- oh, oh- oh...
You shoulda been on the river in 1910
They were driving the women just like they drove the men.
Go down old hannah, don'cha rise no more
Don't you rise up til judgment day's for sure
Ain't no more cane on the brazos



Its all been ground down to mola**es
Captain, don't you do me like you done poor old shine
Well ya drove that bully til he went stone blind
Wake up on a lifetime, hold up your own head
Well you may get a pardon and then you might drop dead
Ain't no more cane on the brazos
Its all been ground down to mola**es.
",bob_dylan
55,"The water is wide and I can't cross over
Neither have I wings that I could fly
Build me a boat that can carry two
And both shall row my love and I
There is a ship and it sails on the sea
Loaded deep as deep can be
But not as deep as the love I'm in
I know not if I sink or swim



I leaned my back up against an oak
Thinkin' it was a trusty tree
But first it bent and then it broke
Just like my own false love to me
Oh love is gentle, love is kind
Gay as a j**el when first it's new
But love grows old and waxes cold
And fades away like some morning dew",bob_dylan
56,"J. r. robertson
Take a silver dollar and put it in your pocket,
Never let it slip away.
Always be a man, not a boy gone astray.
When ya get half cra-zy from the august heat
Or on a frozen, rotted road
With no one to complain to about your achin' feet.
Chorus:
You're gonna walk that endless highway,
Walk that high-way till you die.
All you children goin' my way,
Better tell your home-life sweet goodbye.
When i see a detour up ahead,



Well, i leave it far behind,
Who knows what you're apt to find there.
With the cost of livin, and the price of dyin',
Well it look like t'me this time i wont be buyin'
Chorus
When they get a scapegoat by the throat,
It's hard labour and cold beans.
If ya get away real quick,
You'll be eatin from the poison peanut machine.
Well, i sing by night, wander by day.
I'm on the road and it looks like i'm here to stay.
Chorus
",bob_dylan
57,"I hate myself for loving you and the weakness that it showed
You were just a painted face on a trip down to suicide road
The stage was set, the lights went out all around the old hotel
I hate myself for loving you and I'm glad the curtain fell.
I hate that foolish game we played and the need that was expressed
And the mercy that you showed to me, whoever would have guessed
I went out on Lower Broadway and I felt that place within
That hollow place where martyrs weep and angels play with sin.
Heard your songs of freedom and man forever stripped
Acting out his folly while his back is being whipped
Like a slave in orbit he's beaten 'til he's tame
All for a moment's glory and it's a dirty, rotten shame.



There are those who worship loneliness, I'm not one of them
In this age of fibergla** I'm searching for a gem
The crystall ball upon the wall hasn't shown me nothing yet
I've paid the price of solitude but at least I'm out of debt.
I can't recall a useful thing you ever did for me
'Cept pat me on the back one time when I was on my knees
We stared into each other's eyes 'till one of us would break
No use to apologize, what difference would it make ?
So sing your praise of progress and of the Doom Machine
The naked truth is still taboo whenever it can be seen
Lady Luck who shines on me, will tell you where I'm at
I hate myself for loving you but I should get over that.",bob_dylan
58,"Now and then there's a fool such as I
Pardon me if I'm sentimental, came to say goodbye
Don't be angry, don't be angry with me, should I cry
When you are gone, I will dream a little dream as years go by
Now and then there is a fool, a fool such as I.
Now and then there's a fool such as I am over you
You taught me how to love and now you happened to be untrue
I am a fool but I love you, dear, yes I will until the day I die.
Now and then there is a fool, a fool such as I.
Pardon me if I'm sentimental, came to say goodbye
Don't be angry, don't be angry with me, should I cry



When you are gone, when you are gone, I will dream a little
I will dream as years go by
Now and then, now and then there is a fool, a fool such as I.
Now and then there's a fool, a fool such as I am over you
You taught me how to love and now you say that we are through
I am a fool, yes, but I love you dear, I will love you dear
Till the day, till the day I die
Now and then, now and then there is a fool, a fool such as I.
Now and then there is a fool, a fool such as I.
Now and then there is a fool, a fool such as I.",bob_dylan
59,Instrumental,bob_dylan
60,"[Verse 1]
Mama, take this badge off of me
I can't use it anymore
It's getting dark, too dark to see
I feel I'm knocking on heaven's door
[Chorus]
Knock, knock, knocking on heaven's door
Knock, knock, knocking on heaven's door
Knock, knock, knocking on heaven's door
Knock, knock, knocking on heaven's door
[Verse 2]



Mama, put my guns in the ground
I can't shoot them anymore
That long black cloud is coming down
I feel I'm knocking on heaven's door
[Chorus]
Knock, knock, knocking on heaven's door
Knock, knock, knocking on heaven's door
Knock, knock, knocking on heaven's door
Knock, knock, knocking on heaven's door",bob_dylan
61,"Instrumental
",bob_dylan
62,"Spend the night with some sweet señorita
Into her dark hallway she will lead you
In some lonesome shadow she might greet you
Billy, you're so doggone far away from home
They say that Pat Garrett's got your number
Sleep with one eye open when you slumber 



Every little sound just might be thunder
Thunder from the barrel of his gun
Maybe you will find yourself tomorrow
Drinking in some bar to hide your sorrow
Spending the time that you borrow
Figuring a way to get back home",bob_dylan
63,"I ain't lookin' to compete with you,
Beat or cheat or mistreat you,
Simplify you, cla**ify you,
Deny, defy or crucify you.
All i really want to do
Is, baby, be friends with you.
No, and i ain't lookin' to fight with you,
Frighten you or tighten you,
Drag you down or drain you down,
Chain you down or bring you down.
All i really want to do
Is, baby, be friends with you.
I ain't lookin' to block you up
Shock or knock or lock you up,
an*lyze you, categorize you,
Finalize you or advertise you.
All i really want to do
Is, baby, be friends with you.
I don't want to straight-face you,



Race or chase you, track or trace you,
Or disgrace you or displace you,
Or define you or confine you.
All i really want to do
Is, baby, be friends with you.
I don't want to meet your kin,
Make you spin or do you in,
Or select you or dissect you,
Or inspect you or reject you.
All i really want to do
Is, baby, be friends with you.
I don't want to fake you out,
Take or shake or forsake you out,
I ain't lookin' for you to feel like me,
See like me or be like me.
All i really want to do
Is, baby, be friends with you.
",bob_dylan
