,title,links,artist,song_lyric
30,Knock In On Heavens Door,https://lyrics.az/bob-dylan/essential-bob-dylan/knock-in-on-heavens-door.html,bob_dylan,"Mama take this badge from me
I can't use it anymore
It's gettin' dark, too dark to see
Feels like I'm knockin' on Heaven's door Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door Mama put my guns in the ground
I can't shoot them anymore
That cold black cloud is comin' down
Feels like I'm knockin' on Heaven's door Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door You just better start sniffin' your own rank subjugation Jack



'Cause it's just you against your tattered libido, the bank and the mortician
Forever man
And it wouldn't be luck if you could get out of life alive Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door
Knock knock knockin' on Heaven's door"
31,Blowin' in The Wind,https://lyrics.az/bob-dylan/the-essential/blowin-in-the-wind.html,bob_dylan,"Go 'way from my window,
Leave at your own chosen speed.
I'm not the one you want, babe,
I'm not the one you need.
You say you're lookin' for someone
Never weak but always strong,
To protect you an' defend you
Whether you are right or wrong,
Someone to open each and every door,
But it ain't me, babe,
No, no, no, it ain't me, babe,
It ain't me you're lookin' for, babe.
Go lightly from the ledge, babe,
Go lightly on the ground.
I'm not the one you want, babe,
I will only let you down.
You say you're lookin' for someone
Who will promise never to part,
Someone to close his eyes for you,



Someone to close his heart,
Someone who will die for you an' more,
But it ain't me, babe,
No, no, no, it ain't me, babe,
It ain't me you're lookin' for, babe.
Go melt back into the night, babe,
Everything inside is made of stone.
There's nothing in here moving
An' anyway I'm not alone.
You say you're looking for someone
Who'll pick you up each time you fall,
To gather flowers constantly
An' to come each time you call,
A lover for your life an' nothing more,
But it ain't me, babe,
No, no, no, it ain't me, babe,
It ain't me you're lookin' for, babe."
32,4th Time Around,https://lyrics.az/bob-dylan/live-1966-bootleg-series-vol-4/4th-time-around.html,bob_dylan,"When she said,
""don't waste your words, they're just lies,""
I cried she was deaf.
And she worked on my face until breaking my eyes,
Then said, ""what else you got left?""
It was then that i got up to leave
But she said, ""don't forget,
Everybody must give something back
For something they get.""
I stood there and hummed,
I tapped on her drum and asked her how come.
And she bu*toned her boot,
And straightened her suit,
Then she said, ""don't get cute.""
So i forced my hands in my pockets
And felt with my thumbs,
And gallantly handed her
My very last piece of gum.
She threw me outside,
I stood in the dirt where ev'ryone walked.
And after finding i'd
Forgotten my shirt,
I went back and knocked.



I waited in the hallway, she went to get it,
And i tried to make sense
Out of that picture of you in your wheelchair
That leaned up against . . .
Her jamaican rum
And when she did come, i asked her for some.
She said, ""no, dear.""
I said, ""your words aren't clear,
You'd better spit out your gum.""
She screamed till her face got so red
Then she fell on the floor,
And i covered her up and then
Thought i'd go look through her drawer.
And, when i was through
I filled up my shoe
And brought it to you.
And you, you took me in,
You loved me then
You didn't waste time.
And i, i never took much,
I never asked for your crutch.
Now don't ask for mine.
"
33,Leopard-Skin Pill Box Hat,https://lyrics.az/bob-dylan/the-bootleg-series-vol-4-bob-dylan-live-1966/leopard-skin-pill-box-hat.html,bob_dylan,"[Verse 1]
Well, I see you got your brand new leopard-skin pillbox hat
Yes, I see you got your brand new leopard-skin pillbox hat
Well, you must tell me, baby
How your head feels under something like that
Under your brand new leopard-skin pillbox hat
[Verse 2]
Well, you look so pretty in it
Honey, can I jump on it sometime?
Yes, I just want to see
If it's really that expensive kind
You know it balances on your head
Just like a mattress balances
On a bottle of wine
Your brand new leopard-skin pillbox hat
[Verse 3]
Well, if you want to see the sun rise
Honey, I know where
We'll go out and see it sometime
We'll both just sit there and stare
Me with my belt
Wrapped around my head



And you just sittin there
In your brand new leopard-skin pillbox hat
[Verse 4]
Well, I asked the doctor if I could see you
It's bad for your health, he said
Yes, I disobeyed his orders
I came to see you
But I found him there instead
You know, I don't mind him cheatin on me
But I sure wish he'd take that off his head
Your brand new leopard-skin pillbox hat
[Verse 5]
Well, I see you got a new boyfriend
You know, I never seen him before
Well, I saw you making love with him
You forgot to close the garage door
You might think he loves you for your money
But I know what he really loves you for:
It's your brand new leopard-skin pillbox hat"
34,'til I Fell In Love With You,https://lyrics.az/bob-dylan/time-out-of-mind/til-i-fell-in-love-with-you.html,bob_dylan,"Well my nerves are exploding and my body's tense
I feel like the whole world gonna end up against the fence
I've been hit too hard, seen too much
Nothing can heal me now but your touch
I just don't know what I'm gonna do
I was all right 'til I fell in love with you.
Well, my house is on fire, burnin' to the sky
Well, I thought it would rain but the clouds pa**ed by
And I feel like I'm comin' to the end of my way
I know God is my shield and he won't lead me astray
Still, I don't know what I'm gonna do
I was all right 'til I fell in love with you.
Boys in the street beginnin' to play
Girls like birds, flyin' away
When I'm gone you will remember my name
I'm gonna win my way to wealth and fame



Yet I just don't know what I'm gonna do
I was all right 'til I fell in love with you.
Well, junk's pilin' up, takin' up space
My eyes feel like they've fallen off my face
Sweat pourin' down, I'm starin' at the floor
I'm thinkin' about that girl who won't be back no more
I just don't know what to do
I was all right 'til I fell in love with you.
Well, I'm tired of talkin', I'm tired of tryin' to explain
My attemps to please ya, they were all in vain
Tomorrow night before the sun goes down
If I'm still among the livin' I'll be Dixie bound
Still, I just don't know what I'm gonna do
I was all right, 'til I fell in love with you."
35,Shooting Star,https://lyrics.az/bob-dylan/mtv-unplugged/shooting-star.html,bob_dylan,"Seen a shooting star tonight
And I thought of you
You were trying to break into another world
A world I never knew
I always kind of wondered
If you ever made it through
Seen a shooting star tonight
And I thought of you
Seen a shooting star tonight
And I thought of me
If I was still the same
If I ever became what you wanted me to be
Did I miss the mark or over-step the line
That only you could see?
Seen a shooting star tonight
And I thought of me



Listen to the engine, listen to the bell
As the last fire truck from hell
Goes rolling by, all good people are praying,
It's the last temptation
The last account
The last time you might hear the sermon on the mount
The last radio is playing
Seen a shooting star tonight
Slip away
Tomorrow will be another day
Guess it's too late to say the things to you
That you needed to hear me say
Seen a shooting star tonight
Slip away"
36,Seven Days,https://lyrics.az/bob-dylan/the-30th-anniversary-concert-celebration/seven-days.html,bob_dylan,"Seven days, seven more days she'll be comin'
I'll be waiting at the station for her to arrive
Seven more days, all I gotta do is survive.
She been gone ever since I been a child
Ever since I seen her smile, I ain't forgotten her eyes.
She had a face that could outshine the sun in the skies.
I been good, I been good while I been waitin'
Maybe guilty of hesitatin', I just been holdin' on
Seven more days, all that'll be gone.
There's kissing in the valley,



Thieving in the alley,
Fighting every inch of the way.
Trying to be tender
With somebody I remember
In a night that's always brighter'n the day.
Seven days, seven more days that are connected
Just like I expected, she'll be comin' on forth,
My beautiful comrade from the north.
There's kissing in the valley,
Thieving in the alley,
Fighting every inch of the way.
Trying to be tender
With somebody I remember
In a night that's always brighter'n the day."
37,Blood In My Eyes,https://lyrics.az/bob-dylan/world-gone-wrong/blood-in-my-eyes.html,bob_dylan,"Woke up this morning, feeling blue
Seen a good looking girl, can I make love with you
Hey, hey, babe, I got blood in my eyes for you
Hey, hey, babe, I got blood in my eyes for you
I got blood in my eyes for you, baby
I don't care what in the world you do.
I went back home, put on my tie
Gonna get that girl that money will buy
Hey, hey, babe, I got blood in my eyes for you
Hey, hey, babe, I got blood in my eyes for you
I got blood in my eyes for you, baby
I don't care what in the world you do.
She looked at me, begin to smile
Said, ""Hey, hey, man, can't you wait a little while ?""
No, no babe, I got blood in my eyes for you



No, no babe, I got blood in my eyes for you
Got blood in my eyes for you, baby
I don't care what in the world you do.
No, no, ma'am, I can't wait
You got my money, now you're trying to break this date
Hey, hey, babe, I got blood in my eyes for you
Hey, hey, babe, I got blood in my eyes for you
Got blood in my eyes for you, baby
I don't care what in the world you do.
I'll tell you something, tell you the facts
You don't want to give my money back
Hey, hey, babe, I got blood in my eyes for you
Hey, hey, babe, I got blood in my eyes for you
I got blood in my eyes for you, baby
I don't care what in the world you do."
38,Arthur Mcbride,https://lyrics.az/bob-dylan/good-as-i-been-to-you/arthur-mcbride.html,bob_dylan,"Oh, me and my cousin, one Arthur McBride
As we went a-walkin' down by the seaside
Mark know what followed and what did betide
For it bein' on Christmas mornin'
Now, for recreation, we went on a tramp
And we met Sergeant Napper and Corporal Vamp
And a little wee drummer intending to camp
For the day bein' pleasant and charming.
""Good morning, good morning,"" the sergeant he cried
""And the same to you gentleman,"" we did reply
Intending no harm but means to pa** by
For it bein' on Christmas morning
""But,"" says he, ""My fine fellows, if you will enlist
Ten guineas in gold I'll stick in your fist
And a crown in the bargain for to kick up the dust
And drink the king's health in the morning.
""For a soldier, he leads a very fine life
And he always is blessed with a charming young wife
And he pays all his debts without sorrow or strike
And he always lives pleasant and charmin'
And a soldier he always is decent and clean
In the finest of clothing he's constantly seen
While other poor fellows go dirty and mean
And sup on thin gruel in the morning"".
""But,"" says Arthur, ""I wouldn't be proud of your clothes
For you've only the lend of them, as I suppose
But you're dare not change them one night, for you know
If you do, you'll be flogged in the morning
And although that we're single and free
We take great delight in our own company
We have no desire strange places to see
Althoug that your offers are charming.
""And we have no desire to take your advance



All hazards and dangers we barter on chance
For you'd have no scruples for to send us to France
Where we could get shot without warning""
""Oh no,"" says the Sergeant, ""I'll have no such chat
And neither will I take it from snappy young brats
For if you insult me with one other word
I'll cut off your heads in the morning"".
And Arthur and I, we soon drew our hogs
And we scarce gave them time to draw their own blades
When a trusty shillelagh came over their head
And bid them take that as fair warning
And their old rusty rapiers that hung by their sides
We flung them as far as we could in the tide
""Now take them up, devils !"" cried Arthur McBride
""And temper their edge in the morning!"".
And the little wee drummer, we flattered his bow
And we made a football of his rowdy-dow-dow
Threw it in the tide for to rock and to roll
And bade it a tedious returning
And we havin' no money, paid them off in cracks
We paid no respect to their two bloody backs
And we lathered them there like a pair of wet sacks
And left them for dead in the morning.
And so, to conclude and to finish disputes
We obligingly asked if they wanted recruits
For we were the lads who would give them hard clouts
And bid them look sharp in the morning.
Oh, me and my cousin, one Artur McBride
As we went a-walkin' down by the seaside
Mark now what followed and what did betide
For it bein' on Christmas morning."
39,Blind Willie Mctell,https://lyrics.az/bob-dylan/bootleg-series-vols-1-3-rare-unreleased-1961-1991/blind-willie-mctell.html,bob_dylan,"Seen the arrow on the doorpost
Saying, ""this land is condemned
All the way from new orleans
To jerusalem.""
I traveled through east texas
Where many martyrs fell
And i know no one can sing the blues
Like blind willie mctell
Well, i heard the hoot owl singing
As they were taking down the tents
The stars above the barren trees
Were his only audience
Them charcoal gypsy maidens
Can strut their feathers well
But nobody can sing the blues
Like blind willie mctell
See them big plantations burning
Hear the cracking of the whips
Smell that sweet magnolia blooming
(and) see the ghosts of slavery ships
I can hear them tribes a-moaning



(i can) hear the undertaker's bell
(yeah), nobody can sing the blues
Like blind willie mctell
There's a woman by the river
With some fine young handsome man
He's dressed up like a squire
Bootlegged whiskey in his hand
There's a chain gang on the highway
I can hear them rebels yell
And i know no one can sing the blues
Like blind willie mctell
Well, god is in heaven
And we all want what's his
But power and greed and corruptible seed
Seem to be all that there is
I'm gazing out the window
Of the st. james hotel
And i know no one can sing the blues
Like blind willie mctell
"
40,"Farewell, Angelina",https://lyrics.az/bob-dylan/the-bootleg-series-vol-1-3-rare-unreleased-1961-1991/farewell-angelina.html,bob_dylan,"[Verse 1]
Farewell Angelina
The bells of the crown
Are being stolen by bandits
I must follow the sound
The triangle tingles
The music play slow
But farewell Angelina
The night is on fire
And I must go
[Verse 2]
There is no use in talking
And there's no need for blame
There is nothing to prove
Ev'rything still is the same
A table stands empty
By the edge of the stream
But farewell Angelina
The sky's changing colours
And I must leave
[Verse 3]
The jacks and the queens
They forsake the courtyard
Fifty-two gypsies
Now file past the guards
In the space where the deuce
And the ace once ran wild
Farewell Angelina
The sky is folding
I'll see you after a while
[Verse 4]
See the cross-eyed pirates sitting
Perched in the sun
Shooting tin cans
With a sawed-off shotgun
And the corporals and neighbors



Clap and cheer with each blast
Farewell Angelina
The sky it is trembling
And I must leave fast
[Verse 5]
King Kong, little elves
In the rooftoops they dance
Valentino-type tangos
While the hero's clean hands
Shut the eyes of the dead
Not to embarra** anyone
Farewell Angelina
The sky is flooding over
And I must be gone
[Verse 6]
The camouflaged parrot
He flutters from fear
When something he doesn't know about
Suddenly appears
What cannot be imitated
Perfect must die
Farewell Angelina
The sky's flooding over
And I must go where it is dry
[Verse 7]
Machine guns are roaring
Puppets heave rocks
At misunderstood visions
And at the faces of clocks
Call me any name you like
I will never deny it
But farewell Angelina
The sky is erupting
And I must go where it's quiet"
41,"10,000 Men",https://lyrics.az/bob-dylan/under-the-red-sky/10-000-men.html,bob_dylan,"Ten thousand men on a hill,
Ten thousand men on a hill,
Some of 'm goin' down, some of 'm gonna get k**ed.
Ten thousand men dressed in oxford blue,
Ten thousand men dressed in oxford blue,
Drummin' in the morning, in the evening they'll be coming for you.
Ten thousand men on the move,
Ten thousand men on the move,
None of them doing nothin' that your mama wouldn't disapprove.
Ten thousand men digging for silver and gold,
Ten thousand men digging for silver and gold,
All clean shaven, all coming in from the cold.
Hey! Who could your lover be?
Hey! Who could your lover be?



Let me eat off his head so you can really see!
Ten thousand women all dressed in white,
Ten thousand women all dressed in white,
Standin' at my window wishing me goodnight.
Ten thousand men looking so lean and frail,
Ten thousand men looking so lean and frail,
Each one of 'em got seven wives, each one of 'em just out of jail.
Ten thousand women all sweepin' my room,
Ten thousand women all sweepin' my room,
Spilling my bu*termilk, sweeping it up with a broom.
Ooh, baby, thank you for my tea!
Baby, thank you for my tea!
It's so sweet of you to be so nice to me."
42,Disease Of Conceit,https://lyrics.az/bob-dylan/oh-mercy/disease-of-conceit.html,bob_dylan,"There's a whole lot of people suffering tonight from the disease of conceit
Whole lot of people struggling tonight from the disease of conceit
Comes right down the highway straight down the line
Rips into your senses through your body and your mind
Nothing about it that's sweet
The disease of conceit.
There's a whole lot of hearts breaking tonight from the disease of conceit
Whole lot of hearts shaking tonight from the disease of conceit
Steps into your room eats into your soul
Over your senses you have no control
Ain't nothing too discreet about the disease of conceit.
There's a whole lot of people dying tonight from the disease of conceit
Whole lot of people crying tonight from the disease of conceit



Comes right out of nowhere and you're down for the count
From the outside world the pressure will mount
Turn you into a piece of meat
The disease of conceit.
Conceit is the disease that the doctors got no cure
They've done a lot of research on it but what it is they're still not sure
There's a whole lot of people in trouble tonight from the disease of conceit
Whole lot of people seeing double tonight from the disease of conceit
Give you delusions of grandeur and evil eye
Give you the idea that you're too good to die
Then they bury you from your head to your feet
From the disease of conceit."
43,d**h Is Not The End,https://lyrics.az/bob-dylan/down-in-the-groove/d**h-is-not-the-end.html,bob_dylan,"When you're sad and when you're lonely
And you haven't got a friend
Just remember that d**h is not the end
And all that you held sacred
Falls down and dows not bend
Just remember that d**h is not the end.
Not the end, not the end
Just remember that d**h is not the end.
When you're standing on the cross-roads
That you cannot comprehend
Just remember that d**h is not the end
And all your dreams have vanished
And you don't know what's up the bend
Just remember that d**h is not the end.
Not the end, not the end
Just remember that d**h is not the end.
When the storm clouds gather round you
And heavy rains descend



Just remember that d**h is not the end
And there's nowhere there to comfort you
With helping hand to lend
Just remember that d**h is not the end.
Not the end, not the end
Just remember that d**h is not the end.
Oh the tree of life is growing
Where the spirit never dies
And the bright light of salvation
Shines in dark and empty skies
When the cities are on fire
When the burning flesh of men
Just remember that d**h is not the end
And you search in vain to find
Just one law abiding citizen
Just remember that d**h is not the end.
Not the end, not the end
Just remember that d**h is not the end."
44,Brownsville Girl,https://lyrics.az/bob-dylan/knocked-out-loaded/brownsville-girl.html,bob_dylan,"Well there was this movie I seen one time
About a man riding across the desert and starred Gregory Peck
He was shot down by a hungry kid trying to make a name for himself
The town's people wanted to crush that kid down and string him up by the neck.
Well the Marshall now he beat that kid to a bloody pulp
As the dying gunfighter lay in the sun and gasped for his last breath
Turn him loose let him go let him say he outdrew me fair and square
I want him to feel what it's like to every moment face his d**h.
Well I keep seeing this stuff and it just comes a-rolling in
And you know it blows right through me like a ball and chain
You know I can't believe we've lived so long and are still so far apart
The memory of you keeps calling after me like a rolling train.
I can still see the day that you came to me on the pinked desert
In your busted down Ford and your platform heels
I could never figure out why you chose that particular place to meet
Ah, but you were right it was perfect as I got in behind the wheel.
Well we drove that car all night 'til we got into San Anton'
And we slept near the Alamo your skin was so tender and soft
Way down in Mexico you went out to find a doctor and you never came back
I would have gone on after you but I didn't feel like letting my head get blow off.
Well we're driving this car and the sun is coming up over the Rockies
Now I know she ain't you but she's here and she's got that dark rhythm in her soul
But I'm too over the edge and I ain't in the mood anymore to remember the times
when I was your only man
And she don't want to remind me. She knows this car would go out of control.
Brownsville girl with your Brownsville curls
Teeth like pearls shining like the moon above
Brownsville girl show me all around the world.
Brownsville girl you're my honey love.Well we crossed the panthandle and then we headed towards Amarillo
We pulled up where Henry Porter used to live. He owned a wrecking lot outside of
town about a mile
Ruby was in the backyard hanging clothes she had her red hair tied back. She saw us
come rolling up in a trail of dust
She said ""Henry ain't here but you can come on in he'll be back in a little while"".
Then she told us how times were tough and about how she was thinking of bumming
a ride back to where she started
But she changed the subject every time money came up
She said ""Welcome to the land of the living dead"". You could tell she was
so broken-hearted
She said ""Even the swap meets around here are pretty corrupt"".
""How far are you all going ?"" Ruby asked us with a sigh
""We're going all the way until the wheels fall off and burn
Until the sun peels the paint and the seat covers fade and the water moccasin dies""
Ruby just smiled and said. ""Ah you know some babies never learn"".
Something about that movie though well I just can't get it out of my head



But I can't remember why I was in it or what part I was supposed to play
All I remember about it was Gregory Peck and the way people moved
And a lot of them seemed to be looking my way.
Brownsville girl with your Brownsville curls
Teeth like pearls shining like the moon above
Brownsville girl show me all around the world.
Brownsville girl you're my honey love.
Well they were looking for somebody with a pompadour
I was crossing the street when shots rang out
I didn't know whether to duck or to run so I ran
We got him cornered in the churchyard ? I heard somebody shout.
Well you saw my picture in the Corpus Christi Tribune. Underneath it it said:
""A man with no alibi""
You went out on a limb to testify for me you said I was with you
Then when I saw you break down in front of the judge and cry real tears
It was the best acting I saw anybody do.
Now I've always been the kind of person that doesn't like to trepa** but sometimes
you just find yourself over the line
Oh if there's an original thought out there I could use it right now
You now I feel pretty good but that ain't saying much I could feel a whole lot better
If you were just here by my side to show me how.
Well I'm standing in line in the rain to see a movie starring Gregory Peck
Yeh but you know it's not the one I had in mind
He's got a new one out now I don't even know what it's about
But I'll se him in anything so I'll stand in line.
Brownsville girl with your Brownsville curls
Teeth like pearls shining like the moon above
Brownsville girl show me all around the world
Brownsville girl you're my honey love.
You know it's funny how things never turn out the way you had them planned
The only things we knew for sure about Henry Porter is that his name
wasn't Henry Porter
And you know there was something about you baby that I liked that was always too
good for this world
Just like you always said there was something about me you liked that I left behind
in the French Quarter.
Strange how people who suffer together have stronger connections than people who
are most content
I don't have any regrets they can talk about me plenty when I'm gone
You always said people don't do what they believe in they just do what's most
convenient then they repent
And I always said. ""Hang on to me baby and let's hope that the roof stays on"".
There was a movie I seen one time I think I sat through it twice
I don't remember who I was or where I was bound
All I remember about it was it starred Gregory Peck he wore a gun and he was shot
in the back
Seems like a long time ago long before the stars were torn down.
Brownsville girl with your Brownsville curls
Teeth like pearls shining like the moon above
Brownsville girl show me all around the world
Brownsville girl you're my honey love."
45,Dark Eyes,https://lyrics.az/bob-dylan/empire-burlesque/dark-eyes.html,bob_dylan,"Oh, the gentlemen are talking and the midnight moon is on the riverside
They're drinking up and walking and it is time for me to slide
I live in another world where life and d**h are memorized
Where the earth is strung with lover's pearls and all I see are dark eyes.
A co*k is crowing far away and another soldier's deep in prayer
Some mother's child has gone astray, she can't find him anywhere
But I can hear another drum beating for the dead that rise
Whom nature's beast fears as they come and all I see are dark eyes.




They tell me to be discreet for all intended purposes
They tell me revenge is sweet and from where they stand, I'm sure it is
But I feel nothing for their game, where beauty goes unrecognized
All I feel is heat and flame, and all I see are dark eyes.
Oh, the French girl, she's in paradise and a drunken man is at the wheel
Hunger pays a heavy prize to the falling gods of speed and steel
Oh, time is short and the days are sweet and pa**ion rules the arrow that flies
A million faces at my feet but all I see are dark eyes."
46,Don't Fall Apart On Me Tonight,https://lyrics.az/bob-dylan/infidels/dont-fall-apart-on-me-tonight.html,bob_dylan,"Just a minute before you leave girl
Just a minute before you touch the door
What is it that you're trying to achieve, girl ?
Do you think we can talk about it some more ?
You know, the streets are filled with vipers
Who've lost all ray of hope
You know, it ain't even safe no more
In the palace of the Pope.
Don't fall apart on me tonight
I just don't think that I could handle it
Don't fall apart on me tonight
Yesterday's just a memory
Tomorrow is never what it's supposed to be
And I need you, yeah.
Come over here from over there, girl
Sit down here, you can have my chair
I can't see us going anywhere, girl
The only place open is a thousand miles away and I can't take you there
I wish I'd have been a doctor
Maybe I'd have saved some life that had been lost
Maybe I'd have done some good in the world
'Stead of burning every bridge I crossed.
Don't fall apart on me tonight
I just don't think that I could handle it
Don't fall apart on me tonight
Yesterday's just a memory
Tomorrow is never what it's supposed to be
And I need you, yeah.
I ain't too good at conversation, girl
So you might not know exactly how I feel
But if I could, I'd bring bring you to the mountaintop, girl
And build you a house made out of stainless steel



But it's like I'm stuck inside a painting
That's hanging in the Louvre
My throat start to tickle and my nose itches
But I know that I can't move.
Don't fall apart on me tonight
I just don't think that I could handle it
Don't fall apart on me tonight
Yesterday's gone but the past lives on
Tomorrow's just one step beyond
And I need you, yeah.
Who are these people who are walking towards you
Do you know them or will there be a fight ?
With their humorless smiles so easy to see through
Can they tell you what's wrong from what's right ?
Do you remember St. James Street
Where you blew Jackie P.'s mind ?
You were so fine, Clark Gable would have fell at your feet
And laid his life on the line.
Let's try to get beneath the surface waste, girl
No more b**by traps and bombs
No more decadence and charm
No more affection that's misplaced, girl
No more mudcake creatures lying in your arms
What about that millionaire with the drumsticks in his pants ?
He looked so baffled and so bewildered
When he played and we didn't dance.
Don't fall apart on me tonight
I just don't think that I could handle it
Don't fall apart on me tonight
Yesterday's just a memory
Tomorrow is never what it's supposed to be
And I need you, yeah."
47,Heart Of Mine,https://lyrics.az/bob-dylan/shot-of-love/heart-of-mine.html,bob_dylan,"Heart of mine be still
You can play with fire but you'll get the bill
Don't let her know
Don't let her know that you love her
Don't be a fool, don't be blind
Heart of mine.
Heart of mine go back home
You got no reason to wander, no reason to roam
Don't let her see
Don't let her see that you need her
Don't put yourself over the line
Heart of mine.
Heart of mine go back where you have been
It'll only be trouble for you if you let her in
Don't let her hear
Don't let her hear you want her



Don't let her hear know she's so fine
Heart of mine.
Heart of mine you know that she'll never be true
She'll only give to others the love that she's gotten from you
Don't let her know
Don't let her know where you're going
Don't untie the ties that bind
Heart of mine.
Heart of mine so malicious and so full of guile
Give you an inch and you'll take a mile
Don't let yourself fall
Don't let yourself stumble
If you can't do the time, don't do the crime
Heart of mine."
48,A Satisfied Mind,https://lyrics.az/bob-dylan/saved/a-satisfied-mind.html,bob_dylan,"How many times have you heard someone say
If I had his money I'd do things my way
Hmm, but little they know
Hmm, it's so hard to find
One rich man in ten with a satisfied mind.
Hmm, once I was wadding in fortune and fame
Everything that I dreamed of to get a start in lifes game
But suddenly it happened



Hmm, I lost every dime
But I'm richer by far with a satisfied mind.
Hmm, when my life is over and my time has run out
My friends and my love ones
I'll leave there ain't no doubt
But one thing for certain
When it comes my time
I'll leave this old world with a satisfied mind."
49,Do Right To Me Baby,https://lyrics.az/bob-dylan/slow-train-coming/do-right-to-me-baby.html,bob_dylan,"Don't wanna judge nobody, don't wanna be judged,
Don't wanna touch nobody, don't wanna be touched.
Don't wanna hurt nobody, don't wanna be hurt,
Don't wanna treat nobody like they was dirt.
But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
Don't wanna shoot nobody, don't wanna be shot,
Don't wanna buy nobody, don't wanna be bought.
Don't wanna bury nobody, don't wanna be buried,
Don't wanna marry nobody if they're already married.
But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
Don't wanna burn nobody, don't wanna be burned,
Don't wanna learn from nobody what i gotta unlearn.
Don't wanna cheat nobody, don't wanna be cheated,
Don't wanna defeat nobody if they already been defeated.



But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
Don't wanna wink at nobody, don't wanna be winked at,
Don't wanna be used by nobody for a doormat.
Don't wanna confuse nobody, don't wanna be confused,
Don't wanna amuse nobody, don't wanna be amused.
But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
Don't wanna betray nobody, don't wanna be betrayed,
Don't wanna play with nobody, don't wanna be waylaid.
Don't wanna miss nobody, don't wanna be missed,
Don't put my faith in nobody, not even a scientist.
But if you do right to me, baby,
I'll do right to you, too.
Ya got to do unto others
Like you'd have them, like you'd have them, do unto you.
"
50,Can You Please Crawl Out Your Window?,https://lyrics.az/bob-dylan/masterpieces/can-you-please-crawl-out-your-window.html,bob_dylan,"He sits in your room, his tomb, with a fist full of tacks
Preoccupied with his vengeance
Cursing the dead that can't answer him back
I'm sure that he has no intentions
Of looking your way, unless it's to say
That he needs you to test his inventions.
Can you please crawl out your window?
Use your arms and legs it won't ruin you
How can you say he will haunt you?
You can go back to him any time you want to.
He looks so truthful, is this how he feels
Trying to peel the moon and expose it
With his businesslike anger and his bloodhounds that kneel
If he needs a third eye he just grows it
He just needs you to talk or to hand him his chalk



Or pick it up after he throws it.
Can you please crawl out your window?
Use your arms and legs it won't ruin you
How can you say he will haunt you?
You can go back to him any time you want to.
Why does he look so righteous while your face is so changed
Are you frightened of the box you keep him in
While his genocide fools and his friends rearrange
Their religion of the little ten women
That backs up their views but your face is so bruised
Come on out the dark is beginning.
Can you please crawl out your window?
Use your arms and legs it won't ruin you
How can you say he will haunt you?
You can go back to him any time you want to.
"
51,"Baby, Stop Crying",https://lyrics.az/bob-dylan/street-legal/baby-stop-crying.html,bob_dylan,"You been down to the bottom with a bad man, babe
But you're back were you belong
Go get me my pistol, babe
Honey, I can't tell right from wrong.
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying
You know, I know the sun will always shine
So baby, please stop crying 'cause it's tearing up my mind.
Go down to the river, babe
Honey, I will meet you there
Go down to the river, babe
Honey, I will pay your fare.
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying
You know, I know the sun will always shine
So baby, please stop crying 'cause it's tearing up my mind.
If you're looking for a**istance, babe



Or if you just want some company
Or if you just want a friend you can talk to
Honey, come and see about me.
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying
You know, I know the sun will always shine
So baby, please stop crying 'cause it's tearing up my mind.
You been hurt so many times
And I know what you're thinking of
Well, I don't have to be no doctor, babe
To see that you're madly in love.
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying, stop crying, stop crying
Baby, please stop crying
You know, I know the sun will always shine
So baby, please stop crying 'cause it's tearing up my mind."
